gene_name,task,celltype,coeff
KIF4A,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
KIF5C,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
KLF2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
KLF6,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
KLRB1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.4367739118395768
KLRC1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
KLRC2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
KLRD1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
KLRF1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
KLRG1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.03975526672919337
KRT1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
LAIR2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
LAPTM5,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
LAT,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
LBH,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
LDHB,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
LEF1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
LGALS1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
LGALS9,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
LIMD2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.006155805853041993
LIMS1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.14515462527245312
LINC01550,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
LINC02084,CD4TEM_CD8TEM_CD4CTL,CD4TEM,-0.002831964044175115
LMCD1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
LMO7,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
LPAR6,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
LRRN3,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
LTB,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.41095286590547897
LYAR,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
LYST,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
MAF,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
MAL,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
MALAT1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,-0.19031043367323539
MAML2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
MAP3K1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
MCM10,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
MCM3,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
MCM4,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
MCM7,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
MELK,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
MIAT,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
MKI67,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
MS4A1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
MSN,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
MT-ATP6,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
MT-CO1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
MT-CO2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,-0.009441499531619412
MT-CO3,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
MT-CYB,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
MT-ND1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.06815921828618556
MT-ND2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
MT-ND3,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
MT-ND4,CD4TEM_CD8TEM_CD4CTL,CD4TEM,-0.04308325780904238
MT-ND5,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
MT2A,CD4TEM_CD8TEM_CD4CTL,CD4TEM,-0.011520970349231021
MYBL1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
MYC,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
MYL12B,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
MYL6B,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
NABP1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.024221272566494922
NACA,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
NAP1L1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.02910955495974129
NASP,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
NCAM1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
NCR3,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
NEAT1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
NEFL,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
NEIL3,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
NELL2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
NIN,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.03585582735471915
NKG7,CD4TEM_CD8TEM_CD4CTL,CD4TEM,-1.0421450967671684
NOG,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
NOSIP,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
NPDC1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
NT5C,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
NT5E,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
NUCB2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
NUDT1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
NUSAP1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
OCIAD2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
ODF2L,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.047025699071796316
OPTN,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
OSM,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
OTULINL,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
OXNAD1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
PACS1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
PAG1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
PAQR4,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
PARP8,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
PASK,CD4TEM_CD8TEM_CD4CTL,CD4TEM,-0.10879409694121138
PBK,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
PCLAF,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
PCNA,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
PDCD4,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
PFN1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
PGM2L1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
PHACTR2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.041708494900378854
PIK3IP1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
PKMYT1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
PLEK,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
PMAIP1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
PNRC1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
POLQ,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
PPIA,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
PPP2R5C,CD4TEM_CD8TEM_CD4CTL,CD4TEM,-0.04116796797340289
PRDM1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
PRF1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,-0.0025113918728286205
PRKCA,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
PROK2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
PTGER2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
PTMS,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
PTPN13,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
PYHIN1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RACK1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RBMS1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RBMS3,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RCAN3,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RGS1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RGS10,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RHOB,CD4TEM_CD8TEM_CD4CTL,CD4TEM,-0.04051180080620733
RNASET2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPL10,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPL10A,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPL13,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPL18,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPL18A,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPL19,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPL21,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPL22,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPL23,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPL3,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPL30,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPL31,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPL32,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPL34,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPL35A,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPL36,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPL38,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPL41,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPL5,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPL9,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPLP0,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPLP1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPS12,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPS13,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPS14,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPS15A,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPS16,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPS2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPS20,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPS21,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPS23,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPS24,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPS25,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPS27,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPS28,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPS29,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPS3,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPS3A,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RPS5,CD4TEM_CD8TEM_CD4CTL,CD4TEM,-0.09203746107218588
RPS6,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
RTKN2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,-0.03657919419030529
S100A11,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.01772714946423904
S100A4,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
S100A6,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
S100B,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
S1PR4,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
S1PR5,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
SAMHD1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
SARAF,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
SATB1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
SCML4,CD4TEM_CD8TEM_CD4CTL,CD4TEM,-0.04233915176422676
SELL,CD4TEM_CD8TEM_CD4CTL,CD4TEM,-0.11089262776802694
SERINC5,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
SESN3,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
SH2D1A,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
SH3BGRL3,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
SHMT2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
SIPA1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
SLC25A5,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
SLC4A10,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
SLFN5,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
SMC2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
SMC4,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
SMS,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
SNRPB,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
SPC25,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
SPON2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
SPRY1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
SPRY2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
SRGN,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
SRSF7,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
ST8SIA1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
STAM,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
STK17A,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
STMN1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
STT3B,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0028052747640135538
SYTL2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TCF7,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TENT5C,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TESPA1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TGFB1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TGFBR3,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TIAM1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TIGIT,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TIMP1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0054999017756031145
TK1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TMIGD2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TMPO,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TMSB10,CD4TEM_CD8TEM_CD4CTL,CD4TEM,-0.06554298797087839
TMSB4X,CD4TEM_CD8TEM_CD4CTL,CD4TEM,-0.13018477455750863
TNFRSF18,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TNFRSF1B,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TNFRSF4,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.07503924078633703
TNFSF13B,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TOB1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TOP2A,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TPI1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TPT1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TRABD2A,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TRAT1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TRDC,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TRDV2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TRGC1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TRGC2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,-0.1903963237650924
TRGV9,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TRIB2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TSHZ2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TSPAN18,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.019951931508820284
TSPAN2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TTC39C,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.002440274088928095
TTC39C-AS1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TUBA1B,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TUBB,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TYMS,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
TYROBP,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
UBE2C,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
UCP2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
UHRF1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
UQCRH,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
USP10,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
USP46,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
VIM,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
XBP1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
XCL1,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
XCL2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
ZEB2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
ZFP36L2,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
ZNF683,CD4TEM_CD8TEM_CD4CTL,CD4TEM,-0.013438298984499785
ZNF831,CD4TEM_CD8TEM_CD4CTL,CD4TEM,0.0
A2M-AS1,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
ABCB1,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
ABHD17A,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
AC004585.1,CD4TEM_CD8TEM_CD4CTL,CD8TEM,-0.06630876634640787
AC007240.1,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
AC133644.2,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
AC243960.1,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
ACTG1,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
ACTN1,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
ADGRE5,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
ADGRG1,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0741790222573796
AHNAK,CD4TEM_CD8TEM_CD4CTL,CD8TEM,-0.07899797423393186
AIF1,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
AK5,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
AKAP17A,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
AKR1C3,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
ALOX5AP,CD4TEM_CD8TEM_CD4CTL,CD8TEM,-0.10437202464524595
ANK1,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
ANP32B,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
ANP32E,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
ANXA1,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
ANXA2,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
AP002884.1,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
AP3M2,CD4TEM_CD8TEM_CD4CTL,CD8TEM,-0.031696580939219364
APBA2,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
APMAP,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
AQP3,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
ARAP2,CD4TEM_CD8TEM_CD4CTL,CD8TEM,-0.04087640050631142
ARID5B,CD4TEM_CD8TEM_CD4CTL,CD8TEM,-0.038660129891718284
ARL4C,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
ARMH1,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
ARPC1B,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
ARPC5L,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
ATAD2,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
ATP5MF,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
ATXN1,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
AURKB,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
AUTS2,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
B2M,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
BCL11B,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
BEX4,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
BHLHE40,CD4TEM_CD8TEM_CD4CTL,CD8TEM,-0.031564445886438995
BIRC3,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
BTG1,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
C12orf57,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
C12orf75,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
C1orf162,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
C9orf16,CD4TEM_CD8TEM_CD4CTL,CD8TEM,-0.007083241850346291
CALM1,CD4TEM_CD8TEM_CD4CTL,CD8TEM,-0.05329851481587724
CAPG,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CAPZB,CD4TEM_CD8TEM_CD4CTL,CD8TEM,-0.0470604092904449
CASK,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CCL3,CD4TEM_CD8TEM_CD4CTL,CD8TEM,-0.06756246664997076
CCL4,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CCL4L2,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.05653945117404314
CCL5,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.09023680701147982
CCNB2,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CCR4,CD4TEM_CD8TEM_CD4CTL,CD8TEM,-0.042979433143882154
CCR6,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CCR7,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CCR9,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CD160,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CD226,CD4TEM_CD8TEM_CD4CTL,CD8TEM,-0.0022610730765944423
CD247,CD4TEM_CD8TEM_CD4CTL,CD8TEM,-0.06883520933264735
CD27,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.09278704566242213
CD300A,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CD38,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CD3E,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CD40LG,CD4TEM_CD8TEM_CD4CTL,CD8TEM,-0.6304576861966033
CD44,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CD52,CD4TEM_CD8TEM_CD4CTL,CD8TEM,-0.19513434965621493
CD69,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CD7,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.27056772180174754
CD74,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CD81,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CD84,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0922756557778069
CD8A,CD4TEM_CD8TEM_CD4CTL,CD8TEM,1.7997831653801988
CD8B,CD4TEM_CD8TEM_CD4CTL,CD8TEM,1.961585310675596
CD96,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CDC20,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CDC42SE2,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CDC45,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CDC6,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CDCA2,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CDCA5,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CDT1,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CEBPD,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CENPA,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CENPM,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CEP55,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CFAP36,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CFH,CD4TEM_CD8TEM_CD4CTL,CD8TEM,-0.052204056682056243
CFL1,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CHI3L2,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CHST2,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CKAP2L,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CKS1B,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CLDND1,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CLEC11A,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CLEC2B,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CLIC1,CD4TEM_CD8TEM_CD4CTL,CD8TEM,-0.029441985664911078
CLIC3,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CLSPN,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CMC1,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.043769080514318486
CMTM6,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
COTL1,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
COX4I1,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CR1,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CRTAM,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0724900976558363
CST7,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
CTLA4,CD4TEM_CD8TEM_CD4CTL,CD8TEM,-0.06978309888923509
CTSA,CD4TEM_CD8TEM_CD4CTL,CD8TEM,0.0
